"",gene_symbol,GSM1275862,GSM1275863,GSM1275864,GSM1275865,GSM1275866,GSM1275867,GSM1275868,GSM1275869,GSM1275870,GSM1275871,GSM1275872,GSM1275873,GSM1275874,GSM1275875,GSM1275876,GSM1275877
ENSG00000006659,LGALS14,0,0,1.0118,0,0,0,1.3141,1.1174,0,0,1.1194,0.9905,0,1.0783,2.5039,0
ENSG00000006695,COX10,183.1515,139.001,156.8485,127.9853,198.1889,140.8518,332.0748,169.5987,219.3201,335.1079,304.1288,168.789,127.2004,159.3349,166.9755,287.8309
ENSG00000006704,GTF2IRD1,336.3252,281.381,301.5936,249.4624,378.8871,166.5216,381.2205,252.6116,274.4955,280.1181,254.2469,389.9545,271.2432,372.5804,398.9088,346.2894
ENSG00000006712,PAF1,993.728,886.5111,1163.9958,850.7018,1566.6162,726.9716,1584.3655,1166.3621,1582.8553,1452.8296,1420.0474,1068.6824,1128.5006,974.3276,1410.2606,1272.9071
ENSG00000006715,VPS41,2002.0513,1527.0237,2485.9875,1700.1945,2912.0077,1394.7827,3602.7219,2548.6736,2804.8406,3255.3455,2472.4487,2215.7072,2086.3318,2042.7942,3312.4531,2756.419
ENSG00000006740,ARHGAP44,40.8574,28.6974,41.5142,25.9829,31.0932,19.4282,56.2928,23.4352,51.0309,60.8051,51.4509,67.4333,55.3598,59.8999,75.2059,89.4178
ENSG00000006744,ELAC2,874.1447,983.9901,755.9625,878.8608,1061.4727,672.0634,1606.5149,765.9675,1322.517,1609.1709,1213.4059,777.9165,662.9521,993.9119,946.0759,1314.0658
ENSG00000006747,SCIN,7.8731,15.9338,8.0343,20.4623,15.9339,1.6465,30.9854,23.5193,20.4873,49.8863,26.644,22.0296,16.3754,5.9655,21.2629,15.9765
ENSG00000006756,ARSD,545.216,410.7493,493.8416,440.1906,589.9293,367.3851,834.1292,529.3826,672.0318,648.5496,664.4799,564.1425,519.283,639.8008,788.0941,814.6977
ENSG00000006757,PNPLA4,157.4414,150.4376,150.6075,125.5465,169.9459,100.673,183.6966,130.6381,216.3692,230.0594,242.3464,158.4189,160.445,158.9037,223.7553,224.5844
ENSG00000006788,MYH13,5.0213,36.9809,9.1954,48.0615,0,1.0237,5.0407,0,4.8771,18.1813,25.1901,13.9669,0,21.0433,3.978,25.8945
ENSG00000006831,ADIPOR2,1040.8373,995.0895,1030.9422,1109.3004,1154.4831,884.2424,2076.2751,1112.6061,1161.9914,1561.3232,1387.543,1052.7647,891.1734,1103.17,1094.5733,1338.8316
ENSG00000006837,CDKL3,65.7355,53.38,55.8466,44.3564,78.6495,77.681,120.4003,55.2649,91.6797,71.0384,84.4643,78.2777,71.4474,40.5865,73.0283,79.0601
ENSG00000007001,UPP2,0.9815,1.9776,0,0.8967,1.7493,0,0.9844,0,2.6674,0,3.8952,2.3737,0,1.7768,0,2.6842
ENSG00000007038,PRSS21,0.4294,0,0,0,1.4564,0.8653,1.1894,2.5625,0,1.2256,1.2313,0,0.8523,1.7781,0.4313,0
ENSG00000007047,MARK4,660.269,685.0372,655.9189,585.21,978.238,483.8975,1267.7298,827.1948,1271.7577,1233.6734,1090.7732,1015.0728,791.1905,875.5394,901.3606,1034.721
ENSG00000007062,PROM1,2.5326,1.7522,0,0.8749,5.9673,0.8866,0.9818,0.8713,3.3813,2.4863,1.7581,0,0,0.8921,0,0.8656
ENSG00000007080,CCDC124,631.4642,712.3723,626.9641,661.9586,704.1087,400.6721,774.4479,432.1758,793.825,1177.9126,1040.7272,502.0275,484.2782,601.1609,636.341,846.5978
ENSG00000007129,CEACAM21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000007168,PAFAH1B1,3441.1211,3316.5197,3792.9646,3803.8894,4821.5116,2608.9676,8060.002,4095.9615,4864.5576,5784.1688,5459.2852,4089.9095,3364.4698,3899.27,5459.6014,4820.7785
ENSG00000007171,NOS2,0,2.2805,0,0,0,0,0,1.7945,2.6194,2.2227,2.6747,1.7847,5.634,1.1297,4.452,6.7363
ENSG00000007174,DNAH9,0,1.9321,0,0,0.6824,2.9392,3.359,2.8676,1.3528,3.211,0,3.2546,1.6537,1.1846,2.5181,3.4887
ENSG00000007202,KIAA0100,6634.2297,5275.7614,6249.8348,5157.301,7825.5417,4266.273,10419.3897,6956.7651,7814.2014,10092.1082,8424.0358,6219.9077,5610.5711,6226.7434,7524.7669,7496.1053
ENSG00000007216,SLC13A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000007237,GAS7,366.2604,142.5796,648.6645,148.5127,295.2667,36.313,240.6563,451.9324,274.2797,177.3054,93.7015,267.3009,1199.2903,775.9294,1854.2654,884.1472
ENSG00000007255,TRAPPC6A,139.6614,157.2695,118.8548,137.5493,124.4133,119.4061,183.0542,84.6543,131.2981,180.571,122.0628,97.2254,109.0798,90.9611,103.8264,170.77
ENSG00000007264,MATK,1.5417,2.7488,2.2484,1.2363,4.0091,1.086,2.1598,0,1.0687,2.679,2.6638,0.8161,2.9532,4.2415,2.1852,5.6221
ENSG00000007306,CEACAM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000007312,CD79B,0.8102,1.6351,0,3.6932,0,3.3023,5.6798,8.7845,3.9615,0,3.5716,0,0.805,1.6148,0,7.1254
ENSG00000007314,SCN4A,0,0.8773,0,2.6288,1.7083,0.8886,16.1054,3.4829,0.8464,0,0.8652,0,0.8678,0,0,0
ENSG00000007341,ST7L,275.2992,173.851,222.1732,260.2786,286.7382,172.4769,444.4612,217.0823,307.6421,538.774,374.0779,195.511,252.8808,379.5404,345.2681,492.3413
ENSG00000007350,TKTL1,0,0,0,1.0219,0,0,0.9968,0,0,0,0,0,0,0,0,0
ENSG00000007372,PAX6,28.4956,61.8265,39.3584,67.5666,34.018,10.8231,29.2608,25.8339,28.1985,56.6373,23.365,30.1603,65.568,41.7567,74.6065,107.3589
ENSG00000007376,RPUSD1,277.9282,264.5455,247.5827,289.8753,221.8544,136.9359,306.86,216.9622,342.0499,416.1905,401.6112,242.428,221.7479,265.1204,373.0898,324.9586
ENSG00000007384,RHBDF1,1981.5856,1950.6272,2082.58,1963.4174,1947.7708,974.7858,2439.7964,1511.6962,1914.5398,2467.9853,2378.8039,1489.6663,1641.3368,1933.1338,2381.266,2723.6583
ENSG00000007392,LUC7L,786.7634,657.6951,717.6429,664.0498,755.9849,423.0493,852.0367,599.3459,873.2375,851.5372,757.3623,620.1573,627.1103,605.5475,889.5073,750.6305
ENSG00000007402,CACNA2D2,21.8774,15.0485,4.6394,17.5753,17.0957,19.3249,27.3118,14.5634,11.3561,10.0207,10.2379,8.6897,17.4115,27.6403,17.3776,27.469
ENSG00000007516,BAIAP3,5.5345,5.4077,9.487,22.0869,5.3128,12.4939,10.3546,5.7861,23.3844,9.5456,13.2346,5.2824,11.9952,6.4523,25.6087,13.698
ENSG00000007520,TSR3,656.195,570.1079,539.0471,609.4061,635.6116,323.3535,730.4587,467.5958,593.8138,934.7663,838.6286,499.6627,524.1939,561.1012,633.4788,744.5186
ENSG00000007541,PIGQ,668.5737,770.8974,534.7378,621.9239,655.0603,394.8424,682.4951,472.4654,622.4443,926.1146,842.15,652.2225,490.752,737.9928,745.4492,939.3595
ENSG00000007545,CRAMP1,629.4953,693.5535,675.9508,526.2009,776.9293,384.847,852.502,750.1655,671.4318,782.15,824.371,765.3815,480.9919,723.6464,657.2359,798.4129
ENSG00000007866,TEAD3,1545.8157,2144.9346,1424.4612,2197.2806,1733.6036,1260.7508,2660.0078,1233.3459,1371.8572,2323.4629,1932.1006,882.2305,1085.0478,1806.3792,1582.9199,2360.12
ENSG00000007908,SELE,0,0,0.9835,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000007923,DNAJC11,864.4642,862.6699,1093.8618,884.8953,1059.2735,600.3187,1427.8914,1077.3082,1343.8545,1531.2679,1244.3368,925.5939,897.2549,776.4174,1168.7853,1101.8028
ENSG00000007933,FMO3,778.4187,816.9006,729.8158,915.98,2192.1011,1631.7495,3151.5179,1838.4097,224.2829,335.5203,295.7853,136.4107,276.7173,286.7126,327.0388,459.1643
ENSG00000007944,MYLIP,366.8306,246.5936,454.9216,279.5153,533.3651,185.0635,482.8059,423.1088,519.6573,462.224,395.6381,403.263,326.4347,253.3973,489.7702,306.1642
ENSG00000007952,NOX1,11.1699,15.0765,17.5633,9.2361,7.3962,7.5862,8.3656,7.4255,10.1999,21.9577,11.0683,8.2812,4.1482,7.4863,24.9873,9.9199
ENSG00000007968,E2F2,2.5402,4.5016,1.9919,3.64,3.0811,2.627,2.0639,4.1539,1.0047,2.5378,2.5277,2.0269,2.0149,1.5039,1.5216,3.591
ENSG00000008018,PSMB1,1670.3785,1490.8873,1468.6265,1462.269,1784.4442,1112.9759,2309.7582,1448.735,1592.7591,1939.1014,1873.4591,1390.0692,1326.3456,1384.5466,1776.0136,1802.248
ENSG00000008056,SYN1,7.0501,23.1711,16.8753,7.094,23.7179,15.1766,24.2542,12.9515,14.6926,23.3814,25.9848,14.0036,13.0278,22.1036,15.9848,24.7981
ENSG00000008083,JARID2,272.9418,259.6796,272.9061,344.8521,282.165,225.5219,692.0168,262.6631,299.9471,536.3077,475.5357,405.2002,232.7467,390.0707,317.6604,509.7355
ENSG00000008086,CDKL5,309.6127,301.1883,439.4037,450.1386,558.7388,198.0632,738.9055,395.52,439.0891,584.778,528.6769,446.3158,372.5888,305.8057,452.7775,506.2781
ENSG00000008118,CAMK1G,2.181,4.0202,5.4895,0,12.5784,1.482,7.6243,6.5334,13.8744,3.8999,5.0495,6.2391,10.0896,8.7016,8.0443,11.7538
ENSG00000008128,CDK11A,488.9723,513.4413,414.9562,470.6836,566.8872,289.9749,590.6018,386.3109,287.4249,337.2499,330.2789,221.6879,536.1588,725.6209,848.1113,774.1314
ENSG00000008130,NADK,1328.8596,2046.8387,1320.3865,1919.9488,1425.4202,1429.2657,3370.5888,1251.1238,1345.4931,2328.9685,2163.7747,1267.8275,1121.01,2508.85,1524.5606,3218.8549
ENSG00000008196,TFAP2B,0.4901,0.4933,4.3307,0,4.2406,0.4996,0,0,0,0,0,0,0,0,0,0
ENSG00000008197,TFAP2D,0,0,0,0,0,0,0,0,0,0,0,0.9984,0,0,0,0
ENSG00000008226,DLEC1,7.5795,2.9366,4.7849,10.1381,9.4796,4.4228,5.7873,8.0854,6.372,4.5696,8.3711,4.1022,8.0355,19.5603,12.8344,11.6996
ENSG00000008256,CYTH3,1772.062,3279.5165,1613.7647,2896.7323,3123.6149,3480.8621,6890.6808,2353.9577,2969.4297,8915.9029,7423.0678,2443.5353,2125.3164,5621.739,2563.5687,6950.5347
ENSG00000008277,ADAM22,22.6728,21.8073,24.2924,16.8074,20.5373,22.3691,25.3426,20.0442,17.4057,21.1436,30.1407,13.572,22.7112,13.3641,35.4879,23.0449
ENSG00000008282,SYPL1,1940.3294,1835.1164,1887.564,2095.9516,1946.3144,1708.2324,3206.2949,2014.2658,1830.613,2644.1652,2565.0555,1847.7662,1839.2159,2140.3578,2256.7476,2829.2976
ENSG00000008283,CYB561,586.8264,530.6187,525.2807,557.1218,638.8712,332.0485,758.058,581.9395,552.9023,790.7037,802.9748,578.6327,418.7582,432.9643,664.792,641.8514
ENSG00000008294,SPAG9,2703.6208,2180.4393,3226.7847,2556.539,3880.6079,1711.1556,5184.3464,3312.7485,3434.9848,3879.4626,3405.1836,3177.4161,3187.2974,2979.237,4036.0242,4136.4798
ENSG00000008300,CELSR3,44.6318,592.602,68.028,111.0958,103.3745,69.5654,122.9686,53.7599,85.6158,542.8595,176.5967,89.21,47.879,114.6019,67.8818,82.2612
ENSG00000008311,AASS,477.4226,969.4882,525.2259,999.4407,548.5355,672.3628,1788.9676,521.4917,424.7607,983.3325,823.4397,368.9295,448.3844,1097.3267,508.9706,1495.9112
ENSG00000008323,PLEKHG6,5.4684,9.4514,8.105,14.7819,7.1821,2.767,8.3813,1.8068,13.3248,21.3196,29.6279,8.9833,7.2639,12.7405,5.4157,6.4395
ENSG00000008324,SS18L2,111.4334,156.2596,116.6265,144.4052,84.5031,105.3433,226.4599,96.2052,104.4709,146.8166,145.4089,91.5491,112.9421,141.9405,125.085,191.6907
ENSG00000008382,MPND,154.2775,122.6912,137.3184,134.3748,168.4256,85.7141,170.0893,106.5467,197.0906,281.563,298.3412,183.4693,130.8397,178.1892,196.7253,192.3605
ENSG00000008394,MGST1,2588.5808,2712.8696,2750.6359,2953.5713,3287.6338,1888.5548,5002.3854,2709.1989,8575.6012,8815.2746,7984.6956,5955.9211,2430.2358,2702.3302,3404.1234,4274.1316
ENSG00000008405,CRY1,293.96,313.1878,299.2414,390.5251,270.242,188.4376,713.3664,229.6341,293.3788,388.4995,399.5283,353.3721,322.3737,239.1279,481.3767,314.2897
ENSG00000008438,PGLYRP1,0,6.0494,2.0243,1.0104,0.9884,1.0154,0.996,3.9755,0.9811,0.9794,0,0,0,2.9765,1.004,0
ENSG00000008441,NFIX,14071.9333,9507.9559,13237.1236,9901.2355,13399.1937,6051.3306,16939.8065,12665.6381,11973.6716,11977.1609,10111.6333,9674.9122,12275.796,10597.1517,16534.1323,14154.3133
ENSG00000008513,ST3GAL1,2264.5003,1348.5906,2257.5863,1283.6063,1776.0283,555.8987,1600.2646,1722.9377,2489.0987,2208.9775,1788.5105,1960.9301,1594.1664,1158.9955,2729.1376,1523.1524
ENSG00000008516,MMP25,3.4335,2.9929,12.1979,1.031,3.867,0,7.8023,8.5945,5.7294,16.278,1.0205,19.0919,8.5587,7.4325,8.3978,5.5548
ENSG00000008517,IL32,172.7864,79.5941,125.1793,49.4061,203.0976,59.9583,101.9776,114.449,63.2749,62.5285,50.868,47.7176,187.6175,93.1435,183.4393,156.2311
ENSG00000008710,PKD1,4997.4442,6101.358,5056.5399,5581.8571,5535.4491,3633.6932,7305.2961,4584.581,4691.8596,7458.6586,7001.1268,4501.9624,4388.2423,6509.715,6577.974,7832.2212
ENSG00000008735,MAPK8IP2,15.1891,21.5494,13.8226,21.3742,20.6695,13.1,33.9222,9.6852,19.3139,17.4095,17.7246,12.7647,17.7085,30.3725,14.4203,29.2289
ENSG00000008838,MED24,1299.314,980.5649,1230.1531,979.4213,1201.0162,657.7197,1506.9362,1203.9335,1307.0587,1670.0991,1483.8553,1045.0635,1045.8486,1257.6863,1234.2955,1391.6618
ENSG00000008853,RHOBTB2,584.742,705.5315,585.3221,588.6642,820.6212,570.0206,1260.8571,719.0597,740.9909,1308.6566,925.3918,751.0007,756.2973,1220.8445,1100.1815,1333.2813
ENSG00000008869,HEATR5B,769.545,612.2855,828.6868,714.6922,766.598,463.0945,1269.7214,688.1089,758.4176,977.5813,667.3864,750.0425,620.4676,811.9805,862.1397,991.2913
ENSG00000008952,SEC62,4243.4899,4379.4533,4664.2728,4658.3285,5683.8246,3350.1558,9135.6913,5174.8173,6456.9038,8736.195,7338.8024,5278.5101,5197.8419,4969.7156,6995.5756,6643.1129
ENSG00000008988,RPS20,13016.5703,11849.4649,12622.4035,11378.5591,13167.3215,7215.7863,15376.4992,9757.3253,11505.3642,13217.4316,12787.7414,9863.4068,9554.2692,9365.7387,12785.6737,12619.1289
ENSG00000009307,CSDE1,14994.0066,12477.453,17397.933,14442.5782,19640.7915,11516.5769,27573.1393,17706.0397,19811.3332,21655.9873,19724.3957,15995.5426,13717.4613,14862.4609,18465.0445,19501.3457
ENSG00000009335,UBE3C,1920.4075,1997.7387,1921.2253,2216.0718,2260.5332,1624.6362,3841.4893,2136.9763,2538.7349,3195.9092,2742.1835,2243.7735,1746.3323,1975.9698,2915.0982,2447.7627
ENSG00000009413,REV3L,5345.4596,10914.0142,5664.7985,13155.2531,6332.3707,8059.3813,24322.0233,6976.1997,6962.5963,12146.515,10099.864,7339.125,6096.1483,12491.7898,7367.2111,15276.3715
ENSG00000009694,TENM1,19.2229,7.3512,49.5163,16.5192,1.7915,2.8158,3.7125,7.2982,4.4337,0.8971,2.7193,2.722,0.9113,44.0418,0.9035,1.8117
ENSG00000009709,PAX7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000009724,MASP2,37.0503,29.252,34.6188,34.5326,55.3491,21.4325,69.5557,39.2452,40.2029,37.3484,33.973,31.0673,43.8303,31.9603,56.6813,67.6742
ENSG00000009765,IYD,6.0499,27.8587,8.0525,9.5788,2.4721,0.734,2.409,1.4384,1.2206,22.347,2.8929,4.7909,3.0848,11.9077,7.3714,23.7054
ENSG00000009780,FAM76A,151.2975,185.1765,161.1214,239.5626,168.3278,151.5184,471.5878,175.0126,169.645,214.7665,190.7759,156.6087,151.3875,227.5912,221.1728,296.5689
ENSG00000009790,TRAF3IP3,2.2502,5.3459,1.5192,2.3013,5.3975,2.7842,2.3552,2.2518,9.7693,7.6063,11.0884,2.1806,2.3032,6.4364,12.4214,5.5415
ENSG00000009830,POMT2,384.9276,476.0615,343.946,403.7187,547.4137,304.4085,531.0829,508.9268,437.2486,629.5045,642.4083,461.1457,400.6631,388.2702,426.8467,449.8037
ENSG00000009844,VTA1,825.1254,673.6603,828.6191,779.3607,1089.8375,532.3508,1506.1891,916.7982,1198.803,1272.249,1177.7733,829.2137,760.5099,844.2457,1082.6706,1096.8806
ENSG00000009950,MLXIPL,9.688,22.8349,8.0798,8.238,6.4094,1.663,7.5696,4.1989,3.3491,2.2101,4.102,4.1101,3.0418,4.3977,7.3713,1.6233
ENSG00000009954,BAZ1B,2810.9511,2640.3141,3271.0295,2744.9062,3333.3992,2036.8577,5090.1744,3072.2722,3681.9339,3844.9268,3376.7465,2935.0234,2863.1821,2798.2212,3692.9459,3611.1537
ENSG00000010017,RANBP9,1514.7371,2284.3482,1556.81,2211.6727,1811.5127,2011.0805,4951.2152,1931.2787,2136.1585,3083.0694,2882.1146,1972.0304,1698.7551,3099.8581,2515.8742,3543.3605
ENSG00000010030,ETV7,29.5817,15.2046,31.0447,17.6715,21.707,10.4463,11.6791,15.4213,17.3706,11.9795,15.0928,23.6863,17.4253,10.0476,13.6302,14.7426
ENSG00000010072,SPRTN,199.1409,150.2396,188.2045,125.7603,209.1447,107.5252,286.3528,148.6823,221.2065,189.1242,211.7084,190.3275,187.9707,208.4887,123.8639,190.4451
ENSG00000010165,METTL13,983.6754,963.1205,851.6855,848.8777,1218.4816,697.1934,1518.9514,817.3667,1104.5822,1019.3065,1094.3325,759.6129,847.9999,736.9046,927.995,1062.9413
ENSG00000010219,DYRK4,259.7523,187.0773,242.4039,172.4222,323.0283,139.9105,263.5237,187.2479,310.2583,344.2847,322.4677,223.8159,210.8206,177.9047,242.399,260.8613
ENSG00000010244,ZNF207,2879.5841,2571.0259,2577.0081,2807.7212,2940.4585,1670.7637,4501.0579,2322.6704,3665.4371,4624.218,4047.2714,2932.1486,1905.3729,2200.6835,2739.3209,2968.7935
ENSG00000010256,UQCRC1,1654.0767,1790.2069,1573.5837,1707.3367,1570.1134,1365.2958,2469.3628,1350.5478,1918.0379,3068.3881,2814.9946,1569.9335,1296.0742,1962.949,1579.4365,2426.095
ENSG00000010270,STARD3NL,888.6146,801.442,920.4753,801.88,881.0827,501.1977,1190.0094,730.1969,963.4453,1033.923,984.2892,823.868,600.9627,678.9549,893.8647,862.4538
ENSG00000010278,CD9,3114.3898,3440.1468,2973.6665,3631.8962,3702.3279,3566.1939,5351.7088,2746.1419,2603.3541,5070.4913,4749.5161,2147.2251,3469.3962,5286.7142,4080.3934,6806.7127
ENSG00000010282,HHATL,0,0,0,1.4316,0,0,0.8541,0,0,0,0.8441,0,0,0,0,0
ENSG00000010292,NCAPD2,1409.919,1142.6055,1264.3589,1207.9078,1362.3351,827.473,2116.044,1359.5755,1415.635,1557.1677,1366.3688,1203.2468,1106.9413,1392.0841,1481.5699,1624.733
ENSG00000010295,IFFO1,1465.4842,1276.2957,1368.748,1354.6914,1673.5743,863.9951,1733.1194,1196.8072,895.536,997.4166,1113.9946,743.551,1194.8248,1294.4625,1545.7754,1771.2925
ENSG00000010310,GIPR,26.7086,10.8979,13.3141,8.4094,32.5286,7.7328,21.5092,23.3539,23.1438,23.9172,12.9912,8.1738,26.5867,16.1225,33.0032,45.0444
ENSG00000010318,PHF7,58.2901,68.3832,85.9222,78.3756,77.7906,67.8446,131.3891,81.9166,68.1034,62.4323,60.0045,52.7334,82.4233,85.6734,110.8837,128.046
ENSG00000010319,SEMA3G,0.7475,0,1.4698,0.7517,1.4657,0,0,2.2397,0,1.4671,2.9674,7.6021,0,7.6367,5.1306,2.2238
ENSG00000010322,NISCH,2548.1553,1997.3791,2788.748,1986.8696,3118.0886,1452.7617,4069.0587,3046.2496,3706.5195,3499.0695,3222.7838,2944.2939,2562.2567,2250.8361,3862.2223,3239.1338
ENSG00000010327,STAB1,0,0,0,4.6571,0.988,1.0068,0,0,0,0.9695,1.7506,0,4.5527,0.3047,4.6446,0.3029
ENSG00000010361,FUZ,281.902,219.5196,276.7341,243.8456,309.1463,174.6113,340.4437,227.8837,190.1009,252.6593,231.5286,196.021,192.5875,331.72,321.2345,422.4292
ENSG00000010379,SLC6A13,0,0.531,0,0.5309,6.0342,0.5371,4.7609,2.7688,0,0,0,0,0,0,0,0
ENSG00000010404,IDS,2487.1315,1984.8676,2347.0696,2308.2172,3273.6043,1972.6218,5573.5912,3058.5478,3252.6684,4832.7983,3848.3781,2614.4774,2675.3322,3416.1853,3754.8421,4631.4649
ENSG00000010438,PRSS3,6.7416,10.7322,8.9306,4.6125,11.6487,4.6268,10.5802,4.3626,16.5636,36.4289,37.2067,18.9318,34.2389,25.7319,29.3682,36.6753
ENSG00000010539,ZNF200,137.5512,117.4116,155.8603,128.0689,152.8753,103.9559,222.0539,129.692,177.7883,216.3155,202.8822,130.7988,119.9328,105.2379,158.6017,168.8762
ENSG00000010610,CD4,28.8304,18.2636,59.4496,22.988,98.481,52.8633,104.9336,71.3748,112.6916,127.6718,125.5175,132.9433,30.8825,16.465,51.7956,36.1789
ENSG00000010626,LRRC23,147.7911,101.5834,151.5582,154.267,210.3031,106.923,194.6811,164.5064,175.2796,182.0456,207.5949,157.0725,153.4052,115.1869,212.3064,155.4927
ENSG00000010671,BTK,0,0,0,0,0,0,0,0,7.0839,2.8285,1.5912,0.3299,0,0,3.4085,1.6433
ENSG00000010704,HFE,503.0584,300.3399,489.6901,288.8082,699.2016,298.5918,602.7015,524.8222,497.5506,579.0336,500.2096,373.8859,491.8209,470.1488,620.0037,601.6678
ENSG00000010803,SCMH1,770.3288,657.475,840.8188,812.202,869.3041,531.2251,1310.5217,812.2805,994.3786,1112.3228,930.326,702.6933,633.9737,731.3277,948.2292,893.7744
ENSG00000010810,FYN,1833.0581,1725.4328,1903.1065,1264.1824,1629.5078,887.8212,2575.1466,1843.0301,2618.2437,2667.3471,2345.7687,2052.7105,1363.5472,1580.7149,2156.4311,1890.2806
ENSG00000010818,HIVEP2,1922.7653,1032.5027,1982.2312,1050.8765,1647.4073,846.524,2920.8573,2248.2582,2043.1058,2114.6457,1653.1239,1749.3715,1809.6756,1277.2768,1902.2364,1227.9898
ENSG00000010932,FMO1,15.0705,30.553,5.3704,24.9174,64.8344,43.913,82.4598,26.5917,0,20.1438,10.586,2.132,14.9426,15.8941,25.801,17.9045
ENSG00000011007,ELOA,1419.1585,1318.0148,1368.7569,1552.0897,1340.5313,925.3422,2389.3553,1232.223,1485.0882,1888.8704,1530.0112,1198.4822,1062.0994,1266.704,1467.3286,1648.5415
ENSG00000011009,LYPLA2,447.9897,502.5144,467.0825,473.432,513.9055,259.8699,636.8873,382.0295,576.87,716.5753,715.3376,440.7207,399.5026,435.5767,482.3831,555.7646
ENSG00000011021,CLCN6,846.5294,646.807,675.3108,726.642,637.016,384.7537,1048.3642,616.3355,698.7762,834.8952,756.7868,659.3304,635.6052,702.895,958.3487,930.8109
ENSG00000011028,MRC2,18011.8893,13899.0924,17396.6231,13329.0002,26078.0234,10812.1979,28009.7492,20987.8399,17888.8726,19984.305,16885.8726,16242.6693,16912.6582,15505.5982,24074.0739,19036.6805
ENSG00000011052,NME1-NME2,287.889,192.6594,203.1735,136.9391,289.4836,62.4224,288.8196,159.7067,269.2107,334.5437,235.4547,189.3029,266.431,151.4687,280.0848,218.971
ENSG00000011083,SLC6A7,0,0,0,1.2804,1.2488,0.8233,0.8106,1.2698,0.7852,0,0,0,0,0,0,0
ENSG00000011105,TSPAN9,3146.4674,2732.6385,2911.1149,2921.3781,3588.5576,2531.3175,4282.3059,2775.9276,3552.6423,5398.9416,4930.8359,2693.1635,3977.1204,4834.2643,4530.6194,7104.2984
ENSG00000011114,BTBD7,746.9152,468.7247,591.0377,617.6667,610.6326,386.9066,1136.7338,676.9974,696.5226,1078.3809,743.9008,675.9515,534.2246,602.6098,661.1882,806.0806
ENSG00000011132,APBA3,210.4468,226.2307,181.043,173.1703,309.8877,151.9527,307.9049,184.3534,270.1578,285.601,288.2445,230.7,185.6826,233.8293,253.5755,273.7695
ENSG00000011143,MKS1,217.2538,144.547,182.1687,128.8487,227.8852,100.1792,220.8343,157.6338,167.46,187.5022,152.8786,158.5185,162.414,130.5788,195.0663,234.2927
ENSG00000011198,ABHD5,578.2879,1480.1941,642.9707,1324.2874,816.0804,1032.5582,2682.8376,982.4985,1209.6271,1864.8432,1675.102,1123.6144,577.2424,1644.1214,965.2386,1884.0471
ENSG00000011201,ANOS1,0.8751,0,0,0,1.7152,0,1.757,8.3623,0,0.8587,0.8685,0,0,0,2.5995,0
ENSG00000011243,AKAP8L,827.3663,705.1952,805.0365,660.0368,950.1589,422.5452,908.9854,763.743,1060.0346,982.1962,944.9594,827.3657,691.4504,713.2091,1099.5312,883.6862
ENSG00000011258,MBTD1,472.4178,284.4075,479.5016,313.7232,400.0603,221.2406,552.0832,453.2698,462.8411,409.4897,374.4014,388.5842,401.0146,358.2829,534.8427,485.0979
ENSG00000011260,UTP18,487.6264,462.799,444.1848,464.9509,366.7644,294.4016,738.0316,341.7343,444.6402,551.4199,479.9158,392.2936,321.0057,379.3944,523.4497,423.2808
ENSG00000011275,RNF216,1686.4722,1463.1572,1667.347,1632.4008,1935.1374,1077.4896,2566.806,1630.4257,2215.4647,2585.6848,2111.9287,1849.4315,1588.9507,1682.5646,2124.9271,2036.8863
ENSG00000011295,TTC19,435.5646,377.1282,407.008,395.462,462.6664,338.5719,798.631,423.7718,458.9587,568.5106,485.7927,352.3245,377.5252,439.7945,474.0389,489.4517
ENSG00000011304,PTBP1,3526.4309,4065.8111,2919.7461,3422.2584,3305.4022,2370.8392,5472.4768,2635.7352,4192.613,6014.0541,4448.9723,3147.3535,2907.6478,3960.9529,3978.0957,4969.2386
ENSG00000011332,DPF1,24.6826,12.2616,7.9452,15.6202,17.3486,18.5425,27.2282,16.2714,10.9018,50.1971,16.9393,19.4036,5.8535,11.567,17.0213,26.3421
ENSG00000011347,SYT7,168.3428,86.2964,198.8263,137.3575,158.5739,68.9752,176.846,142.4272,213.8538,182.1885,112.488,116.3181,268.9799,94.7999,213.9394,207.3096
ENSG00000011376,LARS2,539.8856,445.6294,561.655,491.0903,440.1791,270.7722,663.7938,380.531,414.8747,563.2294,614.8535,361.685,382.6893,313.3923,438.4024,475.0678
